Image URL,Emotional Class
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_7177680648654053.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_973833119465768357.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_60728294969219760.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655611.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_133700682681015934.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_16747829860269427.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_29906785017050674.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_102105116544720934.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_19492210860773703.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_13370130132510679.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_362539838759010644.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655604.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_97249673197997203.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_342344009181258338.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_5488830789090699.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986333.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_420875527647497852.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986327.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_367184175878995303.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751656127.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_24980972928251573.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_553520610458318363.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_758926974737083950.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_453104412526879578.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655599.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_118149190218321349.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_406449935090096536.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_147704062764392179.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_2251868540487988.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_443182419602674431.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_22588435626260645.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1006202741739729995.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_19562579611135213.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_10766486600166356.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986253.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_37225134412781567.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_378161699979405250.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_621004236145370184.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655982.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_147704062767867502.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_16395986139046721.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_875527983818568946.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655941.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655799.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_447193437968736789.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655955.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_51650726969828966.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_589197563765212255.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_8655424280238766.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_11329436557143217.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655969.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_84794405478355455.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_348817933636170001.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_18788523440765640.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_3166662228914351.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_146085581657654619.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_29484572556146593.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_16888567402875371.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_866380047064854025.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_141441244519431915.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_513410426285887039_5125096582152228415.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655606.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_5559199535576610.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_2111131071666632.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986325.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_52213676921937459.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_27092035253422126.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986331.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_983614374853703807.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_304978206034847429.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655809.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_80220437103575005.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_539376492887152868.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_92957179803222604.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655820.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_48765608457712066.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655613.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_42150946501089029.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_16325617390979848.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_985231154411834.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_508062401729542691.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_226587424994638219.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986456.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986318.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_10344274145056158.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_31666003618752836.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751656118.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655834.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_654429389618453085.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751656124.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986250.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_344877283982078380.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655773.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986244.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_747949450635090280.jpg,neutral-face
